-17.26573987,-0.001773499
-17.24212897,-0.002518594
-16.99465793,-0.000313371
-16.57817795,-0.000181273
-15.9988059,-0.001888499
-15.4138162,-0.001368038
-14.637406,0.00028152
-13.7453926,0.001397654
-12.8050811,0.000749677
-11.9217925,0.002983622
-11.0761475,0.003222786
-10.3453721,0.006192103
-9.6634917,0.007610768
-9.3697334,0.00792291
-9.1252725,0.008458011
-8.8729927,0.009393543
-8.63596,0.009404048
-8.3523828,0.010976271
-7.2993437,0.012417845
-6.181794,0.01722414
-5.057166,0.018538088
-3.999299,0.019757375
-3.033369,0.018838271
-2.101887,0.023723803
-1.507481,0.022919253
-1.494563,0.023025088
-1.500244,0.02414111
-1.4843,0.021250693
-1.478991,0.024131052
-1.479952,0.024747403
-1.401159,0.024464987
-1.164617,0.024148822
0.509498,0.026474409
2.24866,0.0300356
3.551961,0.032298155
4.869518,0.031426884
6.385641,0.034982488
8.261021,0.038722493
10.115711,0.042449646
11.929631,0.045676231
13.674877,0.049654953
15.391467,0.054038577
17.083266,0.058677569
18.634082,0.061607212
20.192793,0.063587353
21.581391,0.069636628
23.005539,0.073912181
24.339688,0.076811649
25.599484,0.079436965
26.821383,0.08083418
28.00643,0.086989291
29.150637,0.087171793
30.246195,0.090674199
31.307781,0.093467727
32.349496,0.095490217
33.392402,0.098913833
34.372551,0.10114308
35.349098,0.10312602
36.270223,0.10642167
37.14659,0.10870523
37.965059,0.1113719
38.748438,0.1134029
39.501309,0.11507716
40.215109,0.11686385
40.877914,0.11832811
41.568328,0.122623
42.136438,0.12522529
42.73766,0.12526676
43.335008,0.12813114
43.876988,0.12971811
44.342504,0.13176295
44.828234,0.13331863
45.325164,0.13575912
45.70516,0.13510667
46.077754,0.13770762
46.466219,0.14004315
46.76398,0.14098987
47.008215,0.14238854
47.277793,0.14368482
47.509539,0.14591205
47.763781,0.14528778
47.989469,0.14687631
48.142605,0.14766355
48.300145,0.14788997
48.423848,0.15078987
48.543828,0.1493189
48.661336,0.15143842
48.720156,0.15236355
48.772008,0.15201788
48.801734,0.1517577
48.831797,0.15328099
48.83918,0.15382513
48.846563,0.15416175
48.774359,0.15479061
48.756547,0.15335429
48.700734,0.153438
48.649703,0.15458834
48.572438,0.15369773
48.392406,0.15247899
48.187848,0.15301409
47.877461,0.15397009
47.505527,0.15484884
47.082789,0.1532052
46.614387,0.15609406
46.071684,0.15244268
45.547203,0.15202515
45.004465,0.15419014
44.39525,0.1540302
43.764559,0.15327697
43.088465,0.15232824
42.395363,0.15192132
41.655703,0.15123445
40.867199,0.15062916
40.087508,0.1496761
39.431238,0.14730926
38.708059,0.14837992
37.962164,0.14515254
37.270516,0.14522117
36.537719,0.14285657
35.818473,0.14237131
35.072441,0.14048494
34.327652,0.13854134
33.580664,0.1364471
32.808691,0.13539881
31.988668,0.13313927
31.15902,0.13080585
30.362355,0.13097505
29.464898,0.12791678
28.548887,0.1263468
27.649902,0.12541328
26.733035,0.12286562
25.81207,0.12106475
24.865754,0.11903375
23.890902,0.11760391
22.934199,0.11327751
22.012871,0.11167567
20.997691,0.11046387
19.963008,0.10988787
18.914719,0.10372338
17.800039,0.10515321
16.721285,0.10104988
15.604709,0.098187298
14.497494,0.097007565
13.375875,0.094577819
12.29157,0.091481097
11.162816,0.090377934
10.011473,0.085474625
8.898881,0.082109675
7.712615,0.081248023
6.570262,0.078193769
5.370953,0.077158213
4.304607,0.072023794
3.329633,0.070462972
2.393732,0.070327967
1.527627,0.07024806
0.575211,0.066665523
-0.683529,0.066474974
-1.946157,0.061087307
-2.013272,0.062602535
-1.986395,0.062516034
-1.966878,0.062248819
-1.931242,0.062950999
-1.92641,0.062513016
-1.947647,0.061755512
-2.896792,0.062816888
-4.503797,0.059146062
-6.362955,0.055354983
-7.9016494,0.050591379
-9.278688,0.042271167
-9.9206704,0.040822215
-10.7391729,0.037177987
-12.1300508,0.03263656
-14.2371011,0.031710304
-16.24265594,0.025962889
-18.173079,0.022336766
-20.1185151,0.017355345
-21.9351602,0.010908097
-23.6658555,0.009367056
-25.4294678,0.005349666
-27.087431,-0.00127539
-28.768274,-0.003863275
-30.415218,-0.009755753
-31.867276,-0.013225973
-33.303801,-0.01674179
-34.652191,-0.022000596
-36.039393,-0.026546272
-37.309941,-0.032070391
-38.490426,-0.035184436
-39.713805,-0.038110614
-40.810334,-0.043548234
-41.933883,-0.047590099
-42.990994,-0.049622986
-44.004414,-0.052353814
-44.909273,-0.058842078
-45.79875,-0.062167235
-46.709451,-0.064489022
-47.548154,-0.067576692
-48.356574,-0.071009584
-49.082588,-0.073290914
-49.771738,-0.076111034
-50.468047,-0.082715414
-51.118215,-0.084574521
-51.771602,-0.090483874
-52.363859,-0.091139004
-52.938574,-0.095373653
-53.458621,-0.097420625
-53.96207,-0.10131497
-54.442215,-0.10339569
-54.918988,-0.10565534
-55.303934,-0.10939434
-55.734438,-0.11167354
-56.116555,-0.11296023
-56.506414,-0.11585544
-56.815934,-0.118223
-57.169535,-0.1185433
-57.481,-0.12271766
-57.760199,-0.12486868
-58.082484,-0.12674823
-58.346852,-0.1281351
-58.569227,-0.13099468
-58.818648,-0.13386135
-59.014023,-0.13606103
-59.183398,-0.135373
-59.363445,-0.13814215
-59.544148,-0.14018498
-59.712195,-0.14164175
-59.868758,-0.14406659
-60.023098,-0.14460398
-60.148168,-0.14275119
-60.275863,-0.14864327
-60.385105,-0.14857918
-60.479816,-0.14938004
-60.625965,-0.15138707
-60.713391,-0.15337312
-60.793559,-0.15252589
-60.881578,-0.15446819
-60.915031,-0.15455587
-60.978281,-0.1540339
-61.010594,-0.15631875
-61.016809,-0.15611206
-61.035621,-0.15711302
