0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-02,7.253881819839586242e+00
3.200000000000000067e-02,1.435575866007617840e+01
4.799999999999999406e-02,2.145763550030003586e+01
6.400000000000000133e-02,2.855951234004498218e+01
8.000000000000000167e-02,3.566138888041174937e+01
9.600000000000000200e-02,4.276320780515167996e+01
1.120000000000000162e-01,4.986013604990716175e+01
1.280000000000000027e-01,5.674207109112614944e+01
1.440000000000000169e-01,6.089729410157329426e+01
1.600000000000000311e-01,6.146485263797211474e+01
1.760000000000000453e-01,6.149931480333185618e+01
1.920000000000000595e-01,6.150231204247624817e+01
2.080000000000000737e-01,6.150322359326763433e+01
2.240000000000000879e-01,6.150395482650776557e+01
2.400000000000001021e-01,6.150466762087578587e+01
2.560000000000001164e-01,6.150537819284063090e+01
2.720000000000001306e-01,6.150608845607601438e+01
2.880000000000001448e-01,6.150679867076669893e+01
3.040000000000001590e-01,6.150750887694450597e+01
3.200000000000001732e-01,6.150821908147770500e+01
2.880000000000001448e-01,4.708389987649222519e+01
2.560000000000001164e-01,3.269670412537978876e+01
2.240000000000001157e-01,1.848635113749002556e+01
1.920000000000001150e-01,4.736254486281546328e+00
1.600000000000001144e-01,-8.146449787276871746e+00
1.280000000000001137e-01,-1.972306582813881448e+01
9.600000000000011302e-02,-2.965854804585968196e+01
6.400000000000011235e-02,-3.782327703110367167e+01
3.200000000000011169e-02,-4.430197371346687873e+01
1.110223024625156540e-16,-4.932324033443522637e+01
-3.199999999999988964e-02,-5.414624816439877719e+01
-6.399999999999989031e-02,-5.713123728307469662e+01
-9.599999999999989098e-02,-5.943728882185907025e+01
-1.279999999999998916e-01,-6.124125491438275759e+01
-1.599999999999998923e-01,-6.267557673403300811e+01
-1.919999999999998930e-01,-6.383732554776205603e+01
-2.239999999999998936e-01,-6.479699405621883557e+01
-2.559999999999998943e-01,-6.560569378989804079e+01
-2.879999999999999227e-01,-6.630060246514968014e+01
-3.200000000000003952e-01,-6.690892768226584053e+01
-3.040000000000003810e-01,-5.803592532681051352e+01
-2.880000000000003668e-01,-4.917608800796619306e+01
-2.720000000000003526e-01,-4.035509647461929461e+01
-2.560000000000003384e-01,-3.287904606252092066e+01
-2.400000000000003242e-01,-2.602136806487178333e+01
-2.240000000000003100e-01,-1.932684151819039897e+01
-2.080000000000002958e-01,-1.284273124627076790e+01
-1.920000000000002816e-01,-6.614085246569778143e+00
-1.760000000000002673e-01,-6.809108201510987168e-01
-1.600000000000002531e-01,4.924089990616524304e+00
-1.440000000000002389e-01,1.017701257394221059e+01
-1.280000000000002247e-01,1.506337944160206099e+01
-1.120000000000002244e-01,1.957795116248199818e+01
-9.600000000000022404e-02,2.372387086758553920e+01
-8.000000000000022371e-02,2.751135632694584032e+01
